video_id,video_title,publish_time,viewCount,likeCount,commentCount,duration
6V6p1tgHfm0,How to have better political conversations | Robb Willer,2017-02-09,212646,4617,501,0 days 00:12:02
DBBA2LAsepU,Why we ignore obvious problems — and how to act on them | Michele Wucker,2019-05-23,107360,2392,119,0 days 00:10:06
oQ7vlPpUHN8,How my mom inspired my approach to the cello | Paul Rucker,2018-12-13,69129,1958,91,0 days 00:04:12
Xi_PD5aZT7Q,Michael Green: Why we should build wooden skyscrapers,2013-07-09,272486,4789,806,0 days 00:12:23
LIckScLypGA,"In the Internet age, dance evolves ... | The LXD",2010-03-05,1293649,9812,1233,0 days 00:17:30
XY6aAPhs0tE,The secret to scientific discoveries? Making mistakes | Phil Plait,2019-04-11,96554,2925,129,0 days 00:11:09
oHDq1PcYkT4,Want to get great at something? Get a coach | Atul Gawande,2018-01-30,240286,5413,179,0 days 00:16:47
-3y6_7_5PcQ,Why are drug prices so high? Investigating the outdated US patent system | Priti Krishtel,2020-02-06,85705,2473,228,0 days 00:12:35
nz0cAjXVepg,Why we need to end the era of orphanages | Tara Winkler,2017-09-12,115319,3851,226,0 days 00:13:12
j81saupKVpo,Helder Guimarães: A magical search for a coincidence,2015-02-27,499127,5894,404,0 days 00:13:16
73rUjrow5pI,How we&#39;re using drones to deliver blood and save lives | Keller Rinaudo,2017-12-18,127820,4046,216,0 days 00:15:31
OT9poH_D2Iw,Hans Rosling: The good news of the decade?,2010-10-07,160327,2305,222,0 days 00:16:06
Fg_JcKSHUtQ,A robot that flies like a bird | Markus Fischer,2011-07-23,3494487,27777,2900,0 days 00:06:20
ULNPLFrTirQ,Lifesaving scientific tools made of paper | Manu Prakash,2017-07-24,153185,5758,217,0 days 00:13:59
DsrxbqFo41k,The gospel of doubt | Casey Gerald,2016-04-04,134439,3852,316,0 days 00:18:20
M1o3FS0awtk,Nic Marks: The Happy Planet Index,2010-08-30,226081,2307,262,0 days 00:17:20
TFgtI7nt6Q4,The secret to great opportunities? The person you haven&#39;t met yet | Tanya Menon,2018-03-08,185566,3348,104,0 days 00:14:07
xzWFrHHTrs8,What you need to know about stalkerware | Eva Galperin,2020-03-30,99297,3608,251,0 days 00:12:57
87qLWFZManA,Three ideas. Three contradictions. Or not. | Hannah Gadsby,2019-06-12,1111620,44209,2288,0 days 00:18:34
l1fodZNF1GI,How to build a business that lasts 100 years | Martin Reeves,2016-09-01,240434,3451,103,0 days 00:14:55
Kab-mpU-YVM,What makes something go viral? | Dao Nguyen,2018-01-08,231236,5618,243,0 days 00:10:29
awADEuv5vWY,How we can use light to see deep inside our bodies and brains | Mary Lou Jepsen,2018-08-24,286622,9239,791,0 days 00:16:51
KJPpJhQxaLw,How pollution is changing the ocean&#39;s chemistry | Triona McGrath,2017-06-19,105308,2357,251,0 days 00:09:03
ptIecdCZ3dg,The secret to living longer may be your social life | Susan Pinker,2017-09-04,402732,6699,401,0 days 00:16:03
byAogVoMViE,How I help people understand vitiligo | Lee Thomas,2019-09-25,694120,25227,2753,0 days 00:15:45
xjvTIP7pV20,Comics belong in the classroom | Gene Luen Yang,2018-06-15,67602,1774,145,0 days 00:10:37
uTfaua3X0RU,The health benefits of clowning around | Matthew A. Wilson,2020-02-26,71905,1975,115,0 days 00:07:29
77HUdJ7Tij0,"How to bring affordable, sustainable electricity to Africa | Rose M. Mutiso",2019-11-19,70192,2100,292,0 days 00:13:01
OsbV1_tA1oU,The psychology of inequality and political division | Keith Payne,2020-10-05,68587,2946,299,0 days 00:12:10
dsJWs6Z6eNs,How the West can adapt to a rising Asia | Kishore Mahbubani,2019-09-22,305654,6996,1291,0 days 00:17:54
YD5PFdghryc,A glimpse of life on the road | Kitra Cahana,2014-05-28,185584,1886,142,0 days 00:05:01
H8rDS6Wto5g,"7 common questions about workplace romance | The Way We Work, a TED series",2019-02-09,270892,3128,178,0 days 00:05:50
d38LKbYfWrs,"Rupal Patel: Synthetic voices, as unique as fingerprints",2014-02-13,97845,1327,119,0 days 00:11:45
iIwbuS526PI,A young guitarist meets his hero | Usman Riaz and Preston Reed,2012-07-06,3351502,45958,1384,0 days 00:16:43
d4Cy16uOdLM,How to decarbonize the grid and electrify everything | John Doerr and Hal Harvey,2020-11-19,117708,4496,704,0 days 00:20:31
u1_dYypojbE,The best way to help is often just to listen | Sophie Andrews,2018-04-02,86971,2417,108,0 days 00:14:24
G9-urSR19SI,How to teach kids to talk about taboo topics | Liz Kleinrock,2019-03-15,123217,3681,241,0 days 00:12:02
_xMWqUe8FdU,Tim Leberecht: 3 ways to (usefully) lose control of your brand,2012-10-08,79210,821,66,0 days 00:06:31
c9V6OKlY80k,You have no idea where camels really come from | Latif Nasser,2016-04-14,759204,14814,1713,0 days 00:12:28
jfqwHT3u1-8,Don Tapscott: Four principles for the open world,2012-06-28,110221,2128,201,0 days 00:17:51
t2gbcVaZ448,The danger of hiding who you are | Morgana Bailey,2015-01-23,598817,11152,853,0 days 00:10:27
RjquHTj4HlY,America Ferrera: My identity is a superpower -- not an obstacle | TED,2019-06-21,442792,11010,653,0 days 00:14:03
mAnFBEokfrw,3 ways to be a more effective fundraiser | Kara Logan Berlin,2020-01-03,77233,1833,67,0 days 00:16:09
zamvnyBB-SU,Why the hospital of the future will be your own home | Niels van Namen,2018-10-10,73406,1516,86,0 days 00:11:37
qaIghx4QRN4,Where are all the aliens? | Stephen Webb,2018-08-16,4014293,53332,11356,0 days 00:13:19
GpxV10eD538,Africa is a sleeping giant -- I&#39;m trying to wake it up | Adeola Fayehun,2020-07-27,125316,5169,536,0 days 00:07:10
FV-c2FnPnDE,Boyd Varty: What I learned from Nelson Mandela,2013-12-09,208842,3063,142,0 days 00:15:00
Dig_QFPPPtE,Ink made of air pollution | Anirudh Sharma,2019-02-08,103927,5074,257,0 days 00:08:25
kuCPvKW4k5w,Tanya Berger-Wolf: How your nature photos can help protect wild animals | TED,2021-12-25,40077,911,41,0 days 00:09:30
Juc_yvEkJuc,An urgent call to protect the world&#39;s &quot;Third Pole&quot; | Tshering Tobgay,2019-09-05,157825,6949,649,0 days 00:14:30
Gv7Y0W0xmYQ,Malte Spitz: Your phone company is watching,2012-07-24,138369,2237,303,0 days 00:09:57
-akXMtIhPIo,Why language is humanity&#39;s greatest invention | David Peterson,2019-10-25,80376,2157,206,0 days 00:14:34
2U-tOghblfE,Nicholas Christakis: The hidden influence of social networks,2010-05-10,365890,3449,282,0 days 00:18:45
HNOnvp5t7Do,Julian Assange: Why the world needs WikiLeaks,2010-07-19,600845,13838,1733,0 days 00:19:34
BXlnrFpCu0c,My son was a Columbine shooter. This is my story | Sue Klebold,2017-02-27,,,,0 days 00:15:19
xRL2vVAa47I,"How Amazon, Apple, Facebook and Google manipulate our emotions | Scott Galloway",2017-12-12,760906,18282,754,0 days 00:19:06
LpROaNue9GM,Shea Hembrey: How I became 100 artists,2011-06-14,120441,1642,135,0 days 00:16:49
th3KE_H27bs,The dirty secret of capitalism -- and a new way forward | Nick Hanauer,2019-10-18,1977989,61975,11785,0 days 00:17:04
Fu1Zi1PYqos,What investigating neural pathways can reveal about mental health | Kay M. Tye,2020-04-07,69597,2114,158,0 days 00:13:00
eaCrsBtiYA4,Racism has a cost for everyone | Heather C. McGhee,2020-05-08,169599,5782,566,0 days 00:14:22
B9bDZ5-zPtY,Can we eat to starve cancer? | William Li,2010-05-17,1207488,16979,1401,0 days 00:24:12
bLAw7yF0YBc,"In the opioid crisis, here&#39;s what it takes to save a life | Jan Rader",2019-01-22,93476,2142,254,0 days 00:14:32
Bs86giWcjLA,Why must artists be poor? | Hadi Eldebek,2018-04-09,156137,4098,351,0 days 00:06:42
j-S03JfgHEA,Jeremy Heimans: What new power looks like,2014-10-31,146678,1542,72,0 days 00:15:13
B1fkNcmDrlM,How do daily habits lead to political violence? | Christiane-Marie Abu Sarah,2020-09-18,87147,7079,242,0 days 00:15:14
yWRmWnPNkqU,The Year in Ideas: TED Talks of 2015,2016-01-01,,,,0 days 00:08:30
TrofjEAetVs,How AI could become an extension of your mind | Arnav Kapur,2019-06-06,131536,4624,507,0 days 00:08:59
8_cEKbzbC98,Chris Bennett: A close-to-home solution for accessible childcare | TED,2021-12-27,30453,705,53,0 days 00:09:07
kZP8Kqr_bcw,"To eliminate waste, we need to rediscover thrift | Andrew Dent",2018-04-26,111418,1880,83,0 days 00:10:35
qNvDRuGK84I,How the Panama Papers journalists broke the biggest leak in history | Gerard Ryle,2016-08-26,104048,2354,191,0 days 00:13:09
-T3k6s7bev8,The age of genetic wonder | Juan Enriquez,2019-03-01,121175,3691,294,0 days 00:18:06
imhUmLtlZpw,Understanding the rise of China | Martin Jacques,2011-01-24,2163254,29105,8007,0 days 00:24:40
6ElobAhlQo0,How to build synthetic DNA and send it across the internet | Dan Gibson,2018-08-08,68104,2376,220,0 days 00:15:09
FktsFcooIG8,Your brain on video games | Daphne Bavelier,2012-11-19,6567726,174053,21704,0 days 00:17:58
vWJwa7lntTs,A video game to cope with grief | Amy Green,2017-05-17,109271,3563,251,0 days 00:10:35
Se8kcnU-uZw,How architecture helped music evolve | David Byrne,2010-06-11,473765,4252,236,0 days 00:16:32
JI-HzvXk5bk,A small country with big ideas to get rid of fossil fuels | Monica Araya,2016-09-06,169767,3790,419,0 days 00:15:53
9A7_xCrgX1U,A climate change solution that&#39;s right under our feet | Asmeret Asefaw Berhe:,2019-09-26,103238,3577,506,0 days 00:13:43
vC1uxXvPG0Q,"Pirates, nurses and other rebel designers | Alice Rawsthorn",2016-05-26,122610,1231,70,0 days 00:11:45
AHV_BxlNzmM,"When technology can read minds, how will we protect our privacy? | Nita Farahany",2018-12-18,108338,2927,474,0 days 00:13:05
ApGeDdIaxo8,Stunning Photos of the Endangered Everglades | Mac Stone | TED Talks,2015-10-22,81363,1565,97,0 days 00:19:16
cgxZ4H3gJ8c,You owe it to yourself to experience a total solar eclipse | David Baron,2017-08-10,736914,13611,1235,0 days 00:12:17
O16Pfv6nd7M,Kathryn A. Whitehead: The tiny balls of fat that could revolutionize medicine | TED,2021-08-11,,,,0 days 00:12:46
myqyrT81aYM,The mental health benefits of storytelling for health care workers | Laurel Braitman,2020-05-28,83177,2027,71,0 days 00:09:45
t8R_GKS-M2Y,The future of good food in China | Matilda Ho,2017-12-19,111388,2432,205,0 days 00:05:05
3QZp6smeSQA,Michael Pawlyn: Using nature&#39;s genius in architecture,2011-02-10,362769,6521,267,0 days 00:16:56
GqGksNRYu8s,We&#39;ve stopped trusting institutions and started trusting strangers | Rachel Botsman,2016-11-07,152612,2567,165,0 days 00:17:09
1fZ915L1w7I,How cancer cells communicate — and how we can slow them down | Hasini Jayatilaka,2018-08-30,134340,3134,274,0 days 00:10:20
UK8ccWSZkic,Debate: Does the world need nuclear energy?,2010-06-10,442204,3951,2180,0 days 00:25:32
rQy4gPjUY-s,Why I have coffee with people who send me hate mail | Özlem Cekic,2018-11-27,102920,3003,290,0 days 00:15:22
DL0_gcP15Ts,Kevin Stone: The bio-future of joint replacement,2010-07-23,97006,745,113,0 days 00:10:02
RbNqU2K0qzo,The coolest animal you know nothing about ... and how we can save it | Patrícia Medici,2015-12-01,105616,1659,141,0 days 00:11:33
DJMhz7JlPvA,"How AI can enhance our memory, work and social lives | Tom Gruber",2017-08-21,180001,2999,203,0 days 00:09:47
aL00a3sfnYM,"Deborah Gordon: What ants teach us about the brain, cancer and the Internet",2014-05-13,75105,1068,58,0 days 00:14:10
sRT61YB0hSQ,How do you build a sacred space? | Siamak Hariri,2017-05-12,142475,3370,204,0 days 00:12:47
P2y3Uspr8Bg,Two Nameless Bodies Washed Up on the Beach. Here Are Their Stories | Anders Fjellberg | TED Talks,2015-11-06,175105,3259,356,0 days 00:14:42
j9f4kv2sJCk,Who counts as a speaker of a language? | Anna Babel,2021-01-07,68271,2263,163,0 days 00:10:56
Ir7wCAQINqw,A camera that can see around corners | David Lindell,2020-04-21,89519,3474,274,0 days 00:07:35
_ryJK294Psw,The fascinating physics of everyday life | Helen Czerski,2017-09-28,248328,5353,292,0 days 00:15:58
a6Qvzp516gY,How my dad&#39;s dementia changed my idea of death (and life) | Beth Malone,2017-12-07,78408,2182,166,0 days 00:07:02
ygmlKMQ8kc4,"Alison Killing: There’s a better way to die, and architecture can help",2015-03-30,77603,1299,155,0 days 00:04:44
LI8ix9IghkY,"Karen Bass: Unseen footage, untamed nature",2012-05-09,80006,1214,124,0 days 00:10:29
pxEcvU0Vp_M,How isolation fuels opioid addiction | Rachel Wurzman,2018-11-19,66166,1759,160,0 days 00:18:32
295sVZZf9CI,A strategy for supporting and listening to others | Jeremy Brewer,2021-01-15,76254,2905,122,0 days 00:07:17
jzrcRcEBrmA,The transformative power of video games | Herman Narula,2019-10-31,84246,2670,224,0 days 00:12:01
B4a0NvLTebw,"Why I keep speaking up, even when people mock my accent | Safwat Saleem",2016-08-15,189599,4605,354,0 days 00:10:49
FPhZGD-6kVQ,4 ways to build a human company in the age of machines | Tim Leberecht,2016-12-01,89098,1620,95,0 days 00:11:45
uU2L5nTSHtc,How one tree grows 40 different kinds of fruit | Sam Van Aken,2019-10-01,205946,6904,372,0 days 00:11:25
i_wtaoHCw3k,What a scrapyard in Ghana can teach us about innovation | DK Osseo-Asare,2018-08-30,65959,1804,109,0 days 00:14:18
QtnBMSSk9Ok,What it&#39;s like to have Tourette&#39;s — and how music gives me back control | Esha Alwani,2019-04-23,102782,4167,359,0 days 00:09:56
xTra-yePY_A,How does income affect childhood brain development? | Kimberly Noble,2019-04-18,96159,2245,427,0 days 00:11:48
WfTZ5iIUn4s,The art of bow-making | Dong Woo Jang,2013-11-01,1039091,10174,598,0 days 00:08:29
f-mQIWnO3Ag,How New Technology Helps Blind People Explore the World | Chieko Asakawa | TED Talks,2016-01-05,76437,1350,69,0 days 00:09:30
uk7gKixqVNU,Steven Pinker and Rebecca Newberger Goldstein: The long reach of reason,2014-03-17,141694,3228,459,0 days 00:15:24
v5c3FE_qRnI,How women in rural India turned courage into capital | Chetna Gala Sinha,2018-09-10,92950,3348,206,0 days 00:14:29
nQo1NgQ-Yf0,How to turn your dissatisfaction into action | Yvonne Aki-Sawyerr,2020-07-02,113603,2929,105,0 days 00:12:02
iu9u5yzUlb0,How to break bad management habits before they reach the next generation of leaders | Elizabeth Lyle,2019-01-23,143241,2255,116,0 days 00:12:04
64fDIZiV-SM,Shake up your story | Raghava KK,2011-09-09,67924,1142,110,0 days 00:04:31
ylS-6UK9FhQ,How video game skills can get you ahead in life | William Collis,2021-03-25,88110,3647,258,0 days 00:10:26
SDLbFowy3A0,The secrets of spider venom | Michel Dugon,2018-10-26,95749,2643,191,0 days 00:12:53
CZNrOzgNWf4,Gary Slutkin: Let&#39;s treat violence like a contagious disease,2013-10-10,170590,2187,365,0 days 00:14:09
LsAN-TEJfN0,How Netflix changed entertainment -- and where it&#39;s headed | Reed Hastings,2018-07-12,191345,3862,162,0 days 00:20:52
JKS7HWy2TRU,How film transforms the way we see the world | Sharmeen Obaid-Chinoy,2019-08-23,91011,3410,127,0 days 00:12:20
aupPrDnhrKA,How augmented reality could change the future of surgery | Nadine Hachach-Haram,2018-01-10,83468,1834,127,0 days 00:11:05
U51MSK6nSQE,The case for a decentralized internet | Tamas Kocsis,2018-11-29,95362,2083,193,0 days 00:10:01
j_GzkjHtFiA,Adventures of an interplanetary architect | Xavier De Kestelier,2018-01-11,108200,2877,226,0 days 00:12:45
f7MghGrscVA,"How octopuses battle each other | DIY Neuroscience, a TED series",2018-09-15,362159,5637,457,0 days 00:03:53
DUg9GvRHQk0,The promise of quantum computers | Matt Langione,2021-03-09,80017,2532,294,0 days 00:12:14
CXy1byguvJY,A new way to monitor vital signs (that can see through walls) | Dina Katabi,2018-08-09,101375,2547,197,0 days 00:13:18
wRG5_-9eE4w,The &quot;opportunity gap&quot; in US public education -- and how to close it | Anindya Kundu,2020-01-23,91598,1864,210,0 days 00:08:00
YsA_JTeHJ6A,How to design a library that makes kids want to read |  Michael Bierut,2017-06-23,386736,6399,292,0 days 00:12:27
WDaa6wBrDLo,Solomon Goldstein-Rose: How much clean electricity do we really need? | TED Countdown,2021-12-28,41100,1179,168,0 days 00:09:51
lAzQWtkPzbI,How we&#39;re harnessing nature&#39;s hidden superpowers | Oded Shoseyov,2016-10-18,132389,3410,160,0 days 00:13:22
-RkhAP0_ms4,"The pharmacy of the future? Personalized pills, 3D printed at home | Daniel Kraft",2018-11-08,118617,2889,189,0 days 00:12:13
xDKth-qS8Jk,The new political story that could change everything | George Monbiot,2019-09-05,233937,7475,1038,0 days 00:15:16
Mm-_QZ_tf0s,"Johanna Figueira: Simple, effective tech to connect communities in crisis | TED",2020-04-22,80768,1758,138,0 days 00:09:57
OhYvDS7q_V8,Lisa Harouni: A primer on 3D printing,2012-01-23,225744,2079,469,0 days 00:14:50
DvuINJTMG8g,&quot;St. James Infirmary Blues&quot; | Silk Road Ensemble + Rhiannon Giddens,2016-11-22,141321,2117,131,0 days 00:08:44
ygHwQXIlKJI,"Stunning buildings made from raw, imperfect materials | Débora Mesa Molina",2019-01-25,112440,3221,153,0 days 00:12:09
vGX3FA_rQq4,The fascinating secret lives of giant clams | Mei Lin Neo,2017-10-12,102386,2185,149,0 days 00:05:28
-mwF-znI4x0,What happens in your throat when you beatbox? | Tom Thum and Matthew Broadhurst,2019-03-28,114491,3817,178,0 days 00:17:21
zIwLWfaAg-8,Elon Musk: The future we&#39;re building -- and boring | TED,2017-05-03,21943790,346127,24325,0 days 00:40:51
aQsOmGflf1o,What your breath could reveal about your health | Julian Burschka,2019-02-25,93013,2164,138,0 days 00:13:30
7MHOk7qVhYs,How a male contraceptive pill could work | John Amory,2018-05-22,73226,2521,371,0 days 00:06:24
IWjzT2l5C34,Hubertus Knabe: The dark secrets of a surveillance state,2014-08-06,123340,1639,232,0 days 00:19:39
G7PydoX_WNQ,"How you can make a fruit fly eat veggies | DIY Neuroscience, a TED series",2018-09-15,76921,1282,95,0 days 00:04:30
9zC2Bc22QfA,A guide to collaborative leadership | Lorna Davis,2020-02-14,89218,2418,58,0 days 00:14:13
WBqnzn77MEE,The rapid growth of the Chinese internet -- and where it&#39;s headed | Gary Liu,2018-08-06,124804,3214,412,0 days 00:12:42
762c6pFpoqg,How urban spaces can preserve history and build community | Walter Hood,2018-08-31,88570,1516,54,0 days 00:14:15
idfv7Lw4Y_s,This ancient rock is changing our theory on the origin of life | Tara Djokic,2019-10-30,968739,16290,3348,0 days 00:09:31
CjB6DQGalU0,Every piece of art you&#39;ve ever wanted to see -- up close and searchable | Amit Sood,2016-06-29,96949,2241,106,0 days 00:15:01
-Z-ul0GzzM4,Ajit Narayanan: A word game to communicate in any language,2014-03-10,109620,2219,136,0 days 00:15:44
AYzA2uyd9_s,Inside America&#39;s dead shopping malls | Dan Bell,2017-04-10,614412,10984,1058,0 days 00:11:54
rj3_n1-XV8c,Claire Malone: The missing 96 percent of the universe | TED,2021-08-06,75249,2670,170,0 days 00:12:49
yfLp_vueUxY,"The past, present and future of nicotine addiction | Mitch Zeller",2020-01-22,103782,2742,409,0 days 00:17:31
F5h6ynoq8uM,How to transform apocalypse fatigue into action on global warming | Per Espen Stoknes,2017-12-08,87346,1737,227,0 days 00:15:01
WvfydcUeXls,A love letter to realism in a time of grief | Mark Pollock and Simone George,2018-09-28,98148,2149,120,0 days 00:19:23
6-eYu0fCtU8,How loss helped one artist find beauty in imperfection | Alyssa Monks,2016-11-17,112618,3238,131,0 days 00:13:09
VxGMqKCcN6A,Militant atheism | Richard Dawkins,2008-04-15,2409869,44970,29082,0 days 00:31:08
dKNu5ZnWhb4,How generational stereotypes hold us back at work | Leah Georges,2019-05-16,118467,2805,222,0 days 00:11:36
h7u6N-cSWtY,The genius puppetry behind War Horse | Handspring Puppet Company,2011-03-30,882270,6268,477,0 days 00:18:20
OQSMr-3GGvQ,Facebook&#39;s role in Brexit — and the threat to democracy | Carole Cadwalladr,2019-06-10,1015915,26996,3934,0 days 00:15:16
uX-0gEOdAuU,Amina J. Mohammed: A new perspective on the journey to net-zero | TED Countdown,2021-12-30,37754,915,111,0 days 00:08:04
QBDShp6U7tU,Marco Annunziata: Welcome to the age of the industrial internet,2013-12-17,133541,1075,103,0 days 00:12:37
bJkv9b9o9lo,"You smell with your body, not just your nose | Jennifer Pluznick",2017-08-09,137548,1892,134,0 days 00:07:05
x1Efv_wF5LE,How cities are detoxing transportation | Monica Araya,2020-10-12,72007,1805,185,0 days 00:10:26
3BDF7cD2M6g,How to lead a conversation between people who disagree | Eve Pearlman,2019-04-22,150785,2607,155,0 days 00:09:10
iWaZEXBbQL0,Maps that show us who we are (not just where we are) | Danny Dorling,2016-12-21,239274,4881,285,0 days 00:14:08
eXp5QSfXLQU,Extreme wingsuit flying (The TEDTalk),2009-04-01,335242,1070,229,0 days 00:13:18
r9Zz4hYuGdw,Why I choose humanism over faith | Leo Igwe,2018-04-24,102886,4098,772,0 days 00:10:20
5RAJvzV9j-o,6 space technologies we can use to improve life on Earth | Danielle Wood,2018-02-24,122006,2319,183,0 days 00:10:52
3B24RaqA33k,What if we ended the injustice of bail? | Robin Steinberg,2018-05-04,102243,2847,365,0 days 00:14:25
ysRvYxznrq4,Why can&#39;t we talk about periods? | Jen Gunter,2020-02-05,129672,5083,713,0 days 00:11:43
VlHiEN1zTKI,How China is (and isn&#39;t) fighting pollution and climate change | Angel Hsu,2018-09-19,162288,3492,750,0 days 00:12:19
Zd_Lbg9jroU,The power to think ahead in a reckless age | Bina Venkataraman,2019-09-17,104914,2346,173,0 days 00:13:11
wzkFoetp-_M,What it&#39;s like to be a Muslim in America | Dalia Mogahed,2016-03-15,4666147,177958,14872,0 days 00:16:17
yBdyFKqwKy0,How we&#39;ll find life on other planets | Aomawa Shields,2016-01-28,106993,2644,377,0 days 00:05:26
rGfhahVBIQw,David Brooks: The social animal,2011-03-14,186717,2135,165,0 days 00:18:44
iw7nPE2jioU,How we can help young people build a better future | Henrietta Fore,2018-11-14,82292,1984,144,0 days 00:14:26
7LE4MoJ-2po,What&#39;s it like to be a robot? | Leila Takayama,2018-02-16,88247,1838,124,0 days 00:12:56
FQfWKSdIreM,Martina Flor: The secret language of letter design (with English subtitles) | TED,2018-01-05,101346,1851,101,0 days 00:12:16
6YvyjLMfWJs,Secrets of the mind and free will -- revealed by magic tricks | Alice Pailhès,2020-10-20,69789,2439,337,0 days 00:08:49
heY_8JJHBIE,"The ancient, earth-friendly wisdom of Mongolian nomads | Khulan Batkhuyag",2020-10-19,68898,3974,297,0 days 00:11:31
fi8CYv9Dcr0,Toby Eccles: Invest in social change,2013-12-02,75582,659,37,0 days 00:10:04
uFt-q8HgYpI,How we can eliminate child sexual abuse material from the internet | Julie Cordua,2019-11-12,95954,3353,471,0 days 00:13:51
cM6JpalAtq0,Nithya Ramanathan: The problem of vaccine spoilage -- and a smart sensor to help | TED,2021-12-29,39754,875,82,0 days 00:05:57
PCWIGN3181U,Deep sea diving ... in a wheelchair | Sue Austin,2013-01-08,462565,4211,590,0 days 00:09:39
EKBpF2bzpNs,How to be fearless in the face of authoritarianism | Sviatlana Tsikhanouskaya,2020-11-24,81588,5093,535,0 days 00:05:45
62cNtvx6P8E,Bill Davenhall: Your health depends on where you live,2010-01-25,75166,530,115,0 days 00:09:26
yrxYhv2O3wU,What coronavirus means for the global economy | Ray Dalio,2020-04-09,1742118,28152,3130,0 days 00:52:41
8agz9FcDcPk,Carter Emmart demos a 3D atlas of the universe,2010-07-01,131319,1426,204,0 days 00:07:29
9y7YEmyz-Do,The global learning crisis -- and what to do about it | Amel Karboul,2017-11-27,90569,1933,207,0 days 00:15:10
ImQrUjlyHUg,Mark Pagel: How language transformed humanity,2011-08-03,228253,2307,390,0 days 00:20:11
L7X17aash2s,What does the universe sound like? A musical tour | Matt Russo,2018-11-09,141135,4914,254,0 days 00:16:53
p9CzNIVsUEA,&quot;Luna Negra&quot; / &quot;Carita de Inocente&quot; / &quot;Corazón Sin Cara&quot; / &quot;Darte un Beso&quot; | Prince Royce,2020-10-23,91447,2176,91,0 days 00:08:21
I6xuJu7gLe0,The gender-fluid history of the Philippines | France Villarta,2020-04-03,95767,5218,625,0 days 00:10:52
4R3gFN8sUa8,What the Russian Revolution would have looked like on social media | Mikhail Zygar,2018-08-15,87226,2084,185,0 days 00:04:50
_2b-vOVZ0gI,How did we get fertility so wrong? | Am I Normal? with Mona Chalabi,2021-11-09,68374,2453,290,0 days 00:02:58
JKsHhXwqDqM,Thomas Piketty: New thoughts on capital in the twenty-first century,2014-10-06,380011,4514,643,0 days 00:21:05
m7hdIIneypE,Is civility a sham? | Teresa Bejan,2018-12-05,69190,1917,277,0 days 00:13:54
zO-aCQ6xH-8,World champion whistler | Geert Chatrou,2011-02-15,2045665,16953,1813,0 days 00:15:06
ovKqmRyOGcg,The power of diversity within yourself | Rebeca Hwang,2018-08-14,106934,2388,136,0 days 00:09:45
RZgkjEdMbSw,"How to deconstruct racism, one headline at a time | Baratunde Thurston",2019-06-26,1296360,70146,7243,0 days 00:16:51
gtpTd3ywwiE,Martin Villeneuve: How I made an impossible film,2013-06-07,80875,1199,114,0 days 00:10:56
th3nnEpITz0,Will automation take away all our jobs? | David Autor,2017-02-06,434196,7106,1239,0 days 00:18:38
afev0ZjAhUA,"The passing of time, caught in a single photo | Stephen Wilkes",2016-06-27,189185,5132,312,0 days 00:12:37
Stt4iGMiHiI,Architectural secrets of the world&#39;s ancient wonders | Brandon Clifford,2019-07-19,111059,2554,235,0 days 00:04:23
FqrLUtIFVjs,Where is cybercrime really coming from? | Caleb Barlow,2017-02-15,265389,3857,313,0 days 00:14:28
8meWY0W40OA,Rob Hopkins: Transition to a world without oil,2009-11-24,169575,1421,269,0 days 00:17:58
cixIwyYkCEo,The US is addicted to incarceration. Here&#39;s how to break the cycle | Robin Steinberg,2020-06-01,67066,1446,146,0 days 00:17:39
2Oe6HUgrRlQ,Atheism 2.0 | Alain de Botton,2012-01-17,1189873,26091,4877,0 days 00:19:21
ciDjhKKxOaY,How to train employees to have difficult conversations | Tamekia MizLadi Smith,2018-08-20,92351,1985,161,0 days 00:08:11
ziGD7vQOwl8,The unheard story of David and Goliath | Malcolm Gladwell,2013-09-30,4313345,50311,14411,0 days 00:15:41
fscaRh2OtXk,Science didn&#39;t understand my kids&#39; rare disease until I decided to study it | Sharon Terry,2017-07-18,70997,1842,152,0 days 00:15:03
szt7f5NmE9E,Nationalism vs. globalism: the new political divide | Yuval Noah Harari,2017-02-21,1409537,27651,4729,0 days 01:00:09
-BvcToPZCLI,The most important thing you can do to fight climate change: talk about it | Katharine Hayhoe,2019-01-11,150727,3224,786,0 days 00:17:12
Urk3xn7l3AM,What would happen if we upload our brains to computers? | Robin Hanson,2017-09-09,145333,3046,554,0 days 00:12:17
FETryXMpDl8,What Islam really says about women | Alaa Murabit,2015-07-21,3588730,103178,20163,0 days 00:12:14
f8c3TzQtD4k,What we do (and don&#39;t) know about the coronavirus | David Heymann,2020-03-05,489476,7751,645,0 days 00:08:07
sJCBM9ajA5s,Why Medicine Often Has Dangerous Side Effects for Women | Alyson McGregor | TED Talks,2015-11-05,178430,3465,475,0 days 00:15:30
Xgyh0juINNI,How to be your best self in times of crisis | Susan David,2020-03-25,134123,2351,128,0 days 00:46:04
ol1b5mMeP7s,Ge Wang: The DIY orchestra of the future,2014-06-26,101008,1975,140,0 days 00:17:37
mqX2BmiEDnQ,How a fleet of wind-powered drones is changing our understanding of the ocean | Sebastien de Halleux,2018-12-11,169614,2908,255,0 days 00:12:42
zORUUqJd81M,Why does the universe exist? | Jim Holt,2014-09-02,6782845,71643,21759,0 days 00:17:22
